Vertex Id	Closeness centrality as fraction	Closeness centrality
74916	51931/168311	0,30854
74917	51931/175933	0,29517
74918	51931/175948	0,29515
74919	51931/193937	0,26777
74920	51931/193974	0,26772
74921	51931/218139	0,23806
74922	51931/218521	0,23765
74923	51931/175768	0,29545
74924	51931/218169	0,23803
74925	51931/174815	0,29706
74926	51931/176141	0,29483
74927	51931/224100	0,23173
74928	51931/218810	0,23733
74929	51931/175812	0,29538
74930	51931/194014	0,26767
74931	51931/175848	0,29532
74932	51931/193997	0,26769
74933	51931/175850	0,29531
74934	51931/168331	0,30851
74935	51931/175731	0,29551
74936	51931/194027	0,26765
74937	51931/168383	0,30841
74938	51931/194079	0,26758
74939	51931/175989	0,29508
74940	51931/194146	0,26748
74941	51931/175858	0,29530
74942	51931/168362	0,30845
74943	51931/168322	0,30852
74944	51931/168300	0,30856
74945	51931/168304	0,30855
74946	51931/168316	0,30853
74947	51931/168349	0,30847
74948	51931/218635	0,23752
74949	51931/193990	0,26770
74950	51931/194143	0,26749
74951	51931/168299	0,30856
74952	51931/175802	0,29539
74953	51931/194097	0,26755
74954	51931/168311	0,30854
74955	51931/168332	0,30850
74956	51931/219192	0,23692
74957	51931/175912	0,29521
74958	51931/175784	0,29543
74959	51931/194015	0,26766
74960	51931/175913	0,29521
74961	51931/175806	0,29539
74962	51931/194106	0,26754
74963	51931/218700	0,23745
74964	51931/219550	0,23653
74965	51931/219837	0,23623
74966	51931/193940	0,26777
74967	51931/193998	0,26769
74968	51931/168346	0,30848
74969	51931/218955	0,23718
74970	51931/175942	0,29516
74971	51931/175753	0,29548
74972	51931/194123	0,26752
74973	51931/194025	0,26765
74974	51931/168295	0,30857
74975	51931/168357	0,30846
74976	51931/168319	0,30853
74977	51931/193995	0,26769
74978	51931/175997	0,29507
74979	51931/194092	0,26756
74980	51931/168297	0,30857
74981	51931/218515	0,23765
74982	51931/194099	0,26755
74983	51931/218979	0,23715
74984	51931/194146	0,26748
74985	51931/175856	0,29530
74986	51931/218596	0,23757
74987	51931/218495	0,23768
74988	51931/175720	0,29553
74989	51931/218513	0,23766
74990	51931/194006	0,26768
74991	51931/194146	0,26748
74992	51931/194091	0,26756
74993	51931/218496	0,23767
74994	51931/168306	0,30855
74995	51931/218496	0,23767
74996	51931/175857	0,29530
74998	51931/176142	0,29482
74999	51931/168331	0,30851
75000	51931/168294	0,30857
75001	51931/218256	0,23794
75002	51931/168288	0,30858
75003	51931/218956	0,23718
75004	51931/218565	0,23760
75005	51931/168290	0,30858
75006	51931/168253	0,30865
75007	51931/194007	0,26768
75008	51931/194008	0,26767
75009	51931/168284	0,30859
75010	51931/218733	0,23742
75011	51931/168262	0,30863
75012	51931/193881	0,26785
75013	51931/175966	0,29512
75014	51931/175789	0,29542
75015	51931/193970	0,26773
75016	51931/168247	0,30866
75017	51931/218968	0,23716
75018	51931/176034	0,29501
75019	51931/218340	0,23784
75020	51931/193845	0,26790
75021	51931/218607	0,23755
75022	51931/218507	0,23766
75023	51931/218276	0,23791
75024	51931/168287	0,30859
75025	51931/175931	0,29518
75026	51931/175836	0,29534
75027	51931/193920	0,26780
75028	51931/168235	0,30868
75029	51931/218364	0,23782
75030	51931/193889	0,26784
75031	51931/217759	0,23848
75032	51931/176002	0,29506
75033	51931/175816	0,29537
75034	51931/193918	0,26780
75035	51931/175670	0,29562
75036	51931/175778	0,29544
75037	51931/218652	0,23751
75038	51931/175953	0,29514
75039	51931/193950	0,26775
75040	51931/193954	0,26775
75041	51931/193890	0,26784
75042	51931/168268	0,30862
75043	51931/175725	0,29552
75044	51931/168276	0,30861
75045	51931/168314	0,30854
75046	51931/193922	0,26779
75047	51931/193927	0,26779
75048	51931/215365	0,24113
75049	51931/193969	0,26773
75050	51931/175734	0,29551
75051	51931/168303	0,30856
75052	51931/217787	0,23845
75053	51931/193883	0,26785
75054	51931/193934	0,26778
75055	51931/168274	0,30861
75056	51931/218359	0,23782
75057	51931/175697	0,29557
75058	51931/168287	0,30859
75059	51931/193958	0,26774
75060	51931/168304	0,30855
75061	51931/168295	0,30857
75062	51931/218271	0,23792
75063	51931/218122	0,23808
75064	51931/168297	0,30857
75065	51931/168324	0,30852
75066	51931/193919	0,26780
75067	51931/168316	0,30853
75068	51931/193997	0,26769
75069	51931/168262	0,30863
75070	51931/218671	0,23748
75071	51931/193928	0,26778
75072	51931/168292	0,30858
75073	51931/168320	0,30853
75074	51931/217927	0,23830
75075	51931/193967	0,26773
75076	51931/175994	0,29507
75077	51931/175893	0,29524
75078	51931/175716	0,29554
75079	51931/193972	0,26772
75080	51931/175720	0,29553
75081	51931/175759	0,29547
75082	51931/175993	0,29507
75083	51931/218074	0,23813
75084	51931/168275	0,30861
75085	51931/168298	0,30857
75086	51931/175689	0,29558
75087	51931/175681	0,29560
75088	51931/168298	0,30857
75089	51931/213563	0,24316
75090	51931/168308	0,30855
75091	51931/168313	0,30854
75092	51931/218371	0,23781
75093	51931/175749	0,29548
75094	51931/175859	0,29530
75095	51931/194045	0,26762
75096	51931/175844	0,29532
75097	51931/194084	0,26757
75098	51931/194109	0,26754
75099	51931/193998	0,26769
75100	51931/194116	0,26753
75101	51931/194141	0,26749
75102	51931/194083	0,26757
75103	51931/193999	0,26769
75104	51931/194004	0,26768
75105	51931/175907	0,29522
75106	51931/193924	0,26779
75107	51931/194042	0,26763
75108	51931/168356	0,30846
75109	51931/194005	0,26768
75110	51931/218381	0,23780
75111	51931/218381	0,23780
75112	51931/194108	0,26754
75113	51931/175764	0,29546
75114	51931/168307	0,30855
75115	51931/168321	0,30852
75116	51931/168278	0,30860
75117	51931/194006	0,26768
75118	51931/175982	0,29509
75119	51931/175983	0,29509
75120	51931/194116	0,26753
75121	51931/226957	0,22881
75122	51931/226473	0,22930
75123	51931/193983	0,26771
75124	51931/193983	0,26771
75125	51931/194051	0,26762
75126	51931/193986	0,26770
75127	51931/194085	0,26757
75128	51931/226352	0,22943
75129	51931/176078	0,29493
75130	51931/174474	0,29764
75131	51931/194032	0,26764
75132	51931/175677	0,29561
75133	51931/194024	0,26765
75134	51931/193941	0,26777
75135	51931/218170	0,23803
75136	51931/218083	0,23812
75137	51931/168281	0,30860
75138	51931/168293	0,30857
75139	51931/168275	0,30861
75140	51931/193991	0,26770
75141	51931/176009	0,29505
75142	51931/218771	0,23738
75143	51931/175758	0,29547
75144	51931/168276	0,30861
75145	51931/218245	0,23795
75146	51931/168294	0,30857
75147	51931/175667	0,29562
75148	51931/217856	0,23837
75149	51931/175702	0,29556
75150	51931/218657	0,23750
75151	51931/217453	0,23881
75152	51931/218336	0,23785
75153	51931/168302	0,30856
75154	51931/175727	0,29552
75155	51931/193940	0,26777
75156	51931/175730	0,29552
75157	51931/193960	0,26774
75158	51931/193921	0,26779
75159	51931/193940	0,26777
75160	51931/193919	0,26780
75161	51931/218089	0,23812
75162	51931/193916	0,26780
75163	51931/168287	0,30859
75164	51931/168287	0,30859
75165	51931/193882	0,26785
75166	51931/175773	0,29544
75167	51931/168283	0,30859
75168	51931/218009	0,23821
75169	51931/217818	0,23841
75170	51931/213305	0,24346
75171	51931/218435	0,23774
75172	51931/217916	0,23831
75173	51931/175667	0,29562
75174	51931/193874	0,26786
75175	51931/217788	0,23845
75176	51931/193946	0,26776
75177	51931/175773	0,29544
75178	51931/175811	0,29538
75179	51931/175687	0,29559
75180	51931/218210	0,23799
75181	51931/194106	0,26754
75182	51931/168315	0,30853
75183	51931/168316	0,30853
75184	51931/218141	0,23806
75185	51931/175913	0,29521
75186	51931/168290	0,30858
75187	51931/219220	0,23689
75188	51931/218016	0,23820
75189	51931/168269	0,30862
75190	51931/175709	0,29555
75191	51931/168264	0,30863
75192	51931/175968	0,29512
75193	51931/175698	0,29557
75194	51931/218089	0,23812
75195	51931/193933	0,26778
75196	51931/218500	0,23767
75197	51931/218193	0,23800
75198	51931/175749	0,29548
75199	51931/218525	0,23764
75200	51931/168300	0,30856
75201	51931/175677	0,29561
75202	51931/175739	0,29550
75203	51931/218841	0,23730
75204	51931/175796	0,29540
75205	51931/193932	0,26778
75206	51931/168314	0,30854
75207	51931/218150	0,23805
75208	51931/193957	0,26774
75209	51931/193761	0,26802
75210	51931/174837	0,29703
75211	51931/224538	0,23128
75212	51931/219877	0,23618
75213	51931/194000	0,26769
75214	51931/168340	0,30849
75215	51931/194146	0,26748
75216	51931/175799	0,29540
75217	51931/193979	0,26771
75218	51931/168339	0,30849
75219	51931/168340	0,30849
75220	51931/176006	0,29505
75221	51931/168326	0,30851
75222	51931/175903	0,29523
75223	51931/218467	0,23771
75224	51931/175903	0,29523
75225	51931/175753	0,29548
75226	51931/175753	0,29548
75227	51931/194098	0,26755
75228	51931/194146	0,26748
75229	51931/168324	0,30852
75230	51931/224099	0,23173
75231	51931/175933	0,29517
75232	51931/194099	0,26755
75233	51931/226201	0,22958
75234	51931/168327	0,30851
75235	51931/194139	0,26749
75236	51931/168367	0,30844
75237	51931/168341	0,30849
75238	51931/218898	0,23724
75239	51931/168365	0,30844
75240	51931/194146	0,26748
75241	51931/218503	0,23767
75242	51931/168313	0,30854
75243	51931/175780	0,29543
75244	51931/219674	0,23640
75245	51931/176008	0,29505
75246	51931/175803	0,29539
75247	51931/194036	0,26764
75248	51931/194078	0,26758
75249	51931/175811	0,29538
75250	51931/236730	0,21937
75251	51931/193994	0,26769
75252	51931/193969	0,26773
75253	51931/289903	0,17913
75254	51931/168339	0,30849
75255	51931/176027	0,29502
75256	51931/175751	0,29548
75257	51931/175690	0,29558
75258	51931/194098	0,26755
75259	51931/194083	0,26757
75260	51931/175751	0,29548
75261	51931/242159	0,21445
75262	51931/168321	0,30852
75263	51931/194034	0,26764
75264	51931/175751	0,29548
75265	51931/193999	0,26769
75266	51931/194099	0,26755
75267	51931/193971	0,26773
75268	51931/194099	0,26755
75269	51931/218384	0,23780
75270	51931/226469	0,22931
75271	51931/218448	0,23773
75272	51931/168320	0,30853
75273	51931/242277	0,21435
75274	51931/168357	0,30846
75275	51931/194083	0,26757
75276	51931/168384	0,30841
75277	51931/175752	0,29548
75278	51931/193995	0,26769
75279	51931/175751	0,29548
75280	51931/242455	0,21419
75281	51931/193994	0,26769
75282	51931/175855	0,29531
75283	51931/194145	0,26749
75284	51931/175902	0,29523
75285	51931/175752	0,29548
75286	51931/243456	0,21331
75287	51931/175883	0,29526
75288	51931/175974	0,29511
75289	51931/236912	0,21920
75290	51931/194108	0,26754
75291	51931/194107	0,26754
75292	51931/176032	0,29501
75293	51931/267432	0,19418
75294	51931/175838	0,29533
75295	51931/175903	0,29523
75296	51931/168327	0,30851
75297	51931/218480	0,23769
75298	51931/225773	0,23001
75299	51931/168369	0,30844
75300	51931/168339	0,30849
75301	51931/168370	0,30843
75302	51931/194008	0,26767
75303	51931/267445	0,19417
75304	51931/168340	0,30849
75305	51931/168338	0,30849
75306	51931/168317	0,30853
75307	51931/168327	0,30851
75308	51931/193971	0,26773
75309	51931/218480	0,23769
75310	51931/168340	0,30849
75311	51931/175811	0,29538
75312	51931/168358	0,30846
75313	51931/194037	0,26763
75314	51931/194143	0,26749
75315	51931/218469	0,23770
75316	51931/194009	0,26767
75317	51931/168368	0,30844
75318	51931/267073	0,19444
75319	51931/194146	0,26748
75320	51931/194000	0,26769
75321	51931/175901	0,29523
75323	51931/194011	0,26767
75324	51931/168349	0,30847
75325	51931/168339	0,30849
75326	51931/176032	0,29501
75327	51931/175988	0,29508
75328	51931/193973	0,26772
75329	51931/191930	0,27057
75330	51931/175755	0,29547
75331	51931/218781	0,23737
75332	51931/194061	0,26760
75333	51931/218964	0,23717
75334	51931/175676	0,29561
75335	51931/168287	0,30859
75336	51931/175738	0,29550
75337	51931/218142	0,23806
75338	51931/193937	0,26777
75339	51931/193989	0,26770
75340	51931/175988	0,29508
75341	51931/168321	0,30852
75342	51931/194020	0,26766
75343	51931/193996	0,26769
75344	51931/193932	0,26778
75345	51931/175743	0,29549
75346	51931/194076	0,26758
75347	51931/218847	0,23729
75348	51931/218386	0,23779
75349	51931/168318	0,30853
75350	51931/223727	0,23212
75351	51931/168374	0,30843
75352	51931/193928	0,26778
75353	51931/175706	0,29556
75354	51931/193932	0,26778
75355	51931/168307	0,30855
75356	51931/175946	0,29515
75357	51931/175743	0,29549
75358	51931/168303	0,30856
75359	51931/168291	0,30858
75360	51931/218965	0,23717
75361	51931/193928	0,26778
75362	51931/168315	0,30853
75363	51931/175683	0,29559
75364	51931/175738	0,29550
75365	51931/175921	0,29520
75366	51931/168297	0,30857
75367	51931/193915	0,26780
75368	51931/218197	0,23800
75369	51931/175655	0,29564
75370	51931/218082	0,23813
75371	51931/193924	0,26779
75372	51931/193988	0,26770
75373	51931/168306	0,30855
75374	51931/175643	0,29566
75375	51931/175777	0,29544
75376	51931/194146	0,26748
75377	51931/218511	0,23766
75378	51931/175894	0,29524
75379	51931/219461	0,23663
75380	51931/176066	0,29495
75381	51931/168342	0,30849
75382	51931/218282	0,23791
75383	51931/193986	0,26770
75384	51931/194071	0,26759
75385	51931/168311	0,30854
75386	51931/175756	0,29547
75387	51931/218354	0,23783
75388	51931/218472	0,23770
75389	51931/193923	0,26779
75390	51931/193945	0,26776
75391	51931/168278	0,30860
75392	51931/193940	0,26777
75393	51931/218152	0,23805
75394	51931/218447	0,23773
75395	51931/168287	0,30859
75396	51931/218352	0,23783
75397	51931/218228	0,23797
75398	51931/168302	0,30856
75399	51931/194006	0,26768
75400	51931/175883	0,29526
75401	51931/175921	0,29520
75402	51931/175831	0,29535
75403	51931/175989	0,29508
75404	51931/175844	0,29532
75405	51931/168288	0,30858
75406	51931/218755	0,23739
75407	51931/168297	0,30857
75408	51931/217939	0,23828
75409	51931/168350	0,30847
75410	51931/175996	0,29507
75411	51931/226175	0,22961
75412	51931/218907	0,23723
75413	51931/175841	0,29533
75414	51931/168326	0,30851
75415	51931/168371	0,30843
75416	51931/218311	0,23788
75417	51931/194013	0,26767
75418	51931/168340	0,30849
75419	51931/193977	0,26772
75420	51931/194000	0,26769
75421	51931/194146	0,26748
75422	51931/194083	0,26757
75423	51931/168320	0,30853
75424	51931/175978	0,29510
75425	51931/193977	0,26772
75426	51931/194048	0,26762
75427	51931/168328	0,30851
75428	51931/175870	0,29528
75429	51931/219250	0,23686
75430	51931/175815	0,29537
75431	51931/175842	0,29533
75432	51931/194034	0,26764
75433	51931/224303	0,23152
75434	51931/175797	0,29540
75435	51931/175978	0,29510
75436	51931/226175	0,22961
75438	51931/175907	0,29522
75439	51931/175996	0,29507
75440	51931/194075	0,26758
75441	51931/168339	0,30849
75443	51931/194000	0,26769
75444	51931/246037	0,21107
75445	51931/194145	0,26749
75446	51931/168382	0,30841
75447	51931/168327	0,30851
75448	51931/168306	0,30855
75449	51931/191979	0,27050
75450	51931/194141	0,26749
75451	51931/277959	0,18683
75452	51931/194146	0,26748
75453	51931/218416	0,23776
75454	51931/194140	0,26749
75455	51931/194146	0,26748
75456	51931/193987	0,26770
75457	51931/168383	0,30841
75458	51931/193988	0,26770
75459	51931/168316	0,30853
75461	51931/175874	0,29527
75462	51931/168329	0,30851
75463	51931/194103	0,26754
75464	51931/176004	0,29506
75465	51931/194016	0,26766
75466	51931/168385	0,30841
75467	51931/168327	0,30851
75468	51931/175875	0,29527
75469	51931/168316	0,30853
75470	51931/219442	0,23665
75471	51931/194104	0,26754
75472	51931/194075	0,26758
75473	51931/218417	0,23776
75474	51931/175873	0,29528
75475	51931/175769	0,29545
75476	51931/218478	0,23769
75477	51931/218947	0,23719
75478	51931/168385	0,30841
75479	51931/176077	0,29493
75480	51931/218418	0,23776
75481	51931/225874	0,22991
75482	51931/168384	0,30841
75483	51931/168329	0,30851
75484	51931/193987	0,26770
75485	51931/176142	0,29482
75486	51931/194076	0,26758
75487	51931/194146	0,26748
75488	51931/175813	0,29538
75489	51931/167694	0,30968
75490	51931/168339	0,30849
75491	51931/193983	0,26771
75492	51931/218915	0,23722
75493	51931/175802	0,29539
75494	51931/168363	0,30845
75495	51931/175934	0,29517
75496	51931/218698	0,23746
75497	51931/194018	0,26766
75498	51931/194020	0,26766
75499	51931/175794	0,29541
75502	51931/168385	0,30841
75503	51931/193982	0,26771
75504	51931/218988	0,23714
75505	51931/194020	0,26766
75506	51931/219139	0,23698
75507	51931/193982	0,26771
75508	51931/218985	0,23714
75509	51931/219740	0,23633
75510	51931/175740	0,29550
75511	51931/175959	0,29513
75512	51931/168310	0,30854
75513	51931/168363	0,30845
75514	51931/194040	0,26763
75515	51931/168324	0,30852
75516	51931/175912	0,29521
75517	51931/168336	0,30850
75518	51931/194038	0,26763
75519	51931/168325	0,30852
75520	51931/219564	0,23652
75521	51931/168309	0,30855
75522	51931/218430	0,23775
75523	51931/175842	0,29533
75524	51931/168362	0,30845
75525	51931/194100	0,26755
75526	51931/176014	0,29504
75527	51931/168309	0,30855
75528	51931/176040	0,29500
75529	51931/215546	0,24093
75530	51931/168322	0,30852
75531	51931/218542	0,23762
75532	51931/218267	0,23792
