Vertex Id	Closeness centrality as fraction	Closeness centrality
88937	51931/218734	0,23742
88938	51931/193921	0,26779
88939	51931/194039	0,26763
88940	51931/175886	0,29525
88941	51931/168354	0,30846
88942	51931/218813	0,23733
88943	51931/176048	0,29498
88944	51931/218257	0,23794
88945	51931/194006	0,26768
88946	51931/168303	0,30856
88947	51931/176033	0,29501
88948	51931/176028	0,29502
88949	51931/168339	0,30849
88950	51931/193955	0,26775
88951	51931/168334	0,30850
88952	51931/193995	0,26769
88953	51931/168330	0,30851
88954	51931/218467	0,23771
88955	51931/194019	0,26766
88956	51931/175985	0,29509
88957	51931/215365	0,24113
88958	51931/274978	0,18886
88959	51931/194076	0,26758
88960	51931/218936	0,23720
88961	51931/218935	0,23720
88962	51931/219483	0,23661
88963	51931/168384	0,30841
88964	51931/243370	0,21338
88965	51931/175962	0,29513
88966	51931/194077	0,26758
88967	51931/168364	0,30844
88968	51931/168365	0,30844
88969	51931/194011	0,26767
88970	51931/168384	0,30841
88971	51931/176034	0,29501
88972	51931/175933	0,29517
88973	51931/194144	0,26749
88974	51931/194041	0,26763
88975	51931/194144	0,26749
88976	51931/218934	0,23720
88977	51931/218675	0,23748
88978	51931/194146	0,26748
88979	51931/168364	0,30844
88980	51931/168365	0,30844
88981	51931/168362	0,30845
88982	51931/176024	0,29502
88983	51931/168350	0,30847
88984	51931/176141	0,29483
88985	51931/194040	0,26763
88986	51931/218936	0,23720
88987	51931/194010	0,26767
88988	51931/176141	0,29483
88989	51931/168385	0,30841
88990	51931/168364	0,30844
88991	51931/194074	0,26758
88992	51931/168364	0,30844
88993	51931/175963	0,29512
88994	51931/168362	0,30845
88995	51931/168325	0,30852
88996	51931/191966	0,27052
88997	51931/168363	0,30845
88998	51931/226456	0,22932
88999	51931/168363	0,30845
89000	51931/176106	0,29488
89001	51931/194146	0,26748
89002	51931/194136	0,26750
89003	51931/176043	0,29499
89004	51931/219023	0,23710
89005	51931/168362	0,30845
89006	51931/194109	0,26754
89007	51931/194065	0,26760
89008	51931/176025	0,29502
89009	51931/168365	0,30844
89010	51931/226915	0,22886
89011	51931/168346	0,30848
89013	51931/194003	0,26768
89014	51931/176069	0,29495
89015	51931/194114	0,26753
89016	51931/194035	0,26764
89017	51931/219022	0,23710
89018	51931/176026	0,29502
89019	51931/168384	0,30841
89020	51931/176044	0,29499
89021	51931/168365	0,30844
89022	51931/168344	0,30848
89023	51931/176060	0,29496
89024	51931/194064	0,26760
89025	51931/168344	0,30848
89026	51931/168361	0,30845
89027	51931/168365	0,30844
89028	51931/194003	0,26768
89029	51931/176075	0,29494
89030	51931/176044	0,29499
89031	51931/219023	0,23710
89032	51931/194064	0,26760
89033	51931/194146	0,26748
89034	51931/194068	0,26759
89035	51931/192675	0,26953
89036	51931/168337	0,30849
89037	51931/175946	0,29515
89038	51931/218687	0,23747
89039	51931/168308	0,30855
89040	51931/168311	0,30854
89041	51931/175974	0,29511
89042	51931/218999	0,23713
89043	51931/175905	0,29522
89044	51931/168368	0,30844
89045	51931/175905	0,29522
89046	51931/176134	0,29484
89047	51931/168360	0,30845
89048	51931/168348	0,30847
89049	51931/176075	0,29494
89050	51931/175926	0,29519
89051	51931/218487	0,23768
89052	51931/193971	0,26773
89053	51931/218663	0,23749
89054	51931/175950	0,29515
89055	51931/193995	0,26769
89056	51931/176113	0,29487
89057	51931/168334	0,30850
89058	51931/175947	0,29515
89059	51931/193993	0,26770
89060	51931/218250	0,23794
89061	51931/168338	0,30849
89062	51931/194019	0,26766
89063	51931/218556	0,23761
89064	51931/194012	0,26767
89065	51931/218550	0,23762
89066	51931/218321	0,23787
89067	51931/194046	0,26762
89068	51931/219044	0,23708
89069	51931/193954	0,26775
89070	51931/176019	0,29503
89071	51931/176048	0,29498
89072	51931/193967	0,26773
89073	51931/168340	0,30849
89074	51931/218287	0,23790
89075	51931/192010	0,27046
89076	51931/244274	0,21259
89077	51931/175925	0,29519
89078	51931/193996	0,26769
89079	51931/175914	0,29521
89080	51931/218396	0,23778
89081	51931/194082	0,26757
89082	51931/168357	0,30846
89083	51931/168352	0,30847
89084	51931/193998	0,26769
89085	51931/175939	0,29516
89086	51931/194084	0,26757
89087	51931/194044	0,26762
89088	51931/168372	0,30843
89089	51931/175935	0,29517
89090	51931/194003	0,26768
89091	51931/176064	0,29496
89092	51931/175909	0,29522
89093	51931/218601	0,23756
89094	51931/194065	0,26760
89095	51931/176013	0,29504
89096	51931/175978	0,29510
89097	51931/168340	0,30849
89098	51931/242603	0,21406
89099	51931/193991	0,26770
89100	51931/176130	0,29484
89101	51931/225526	0,23027
89102	51931/194060	0,26760
89103	51931/168372	0,30843
89104	51931/175912	0,29521
89105	51931/218238	0,23796
89106	51931/265520	0,19558
89107	51931/168360	0,30845
89108	51931/218378	0,23780
89109	51931/175980	0,29510
89110	51931/168357	0,30846
89111	51931/194046	0,26762
89112	51931/175925	0,29519
89113	51931/168359	0,30845
89114	51931/175909	0,29522
89115	51931/175951	0,29514
89116	51931/193267	0,26870
89117	51931/175878	0,29527
89118	51931/218181	0,23802
89119	51931/218171	0,23803
89120	51931/175890	0,29525
89121	51931/193962	0,26774
89122	51931/175897	0,29524
89123	51931/218950	0,23718
89124	51931/175956	0,29514
89125	51931/168315	0,30853
89126	51931/193991	0,26770
89127	51931/168362	0,30845
89128	51931/168350	0,30847
89129	51931/193948	0,26776
89130	51931/168341	0,30849
89131	51931/168332	0,30850
89132	51931/218157	0,23804
89133	51931/168353	0,30846
89134	51931/193992	0,26770
89135	51931/194084	0,26757
89136	51931/168325	0,30852
89137	51931/217582	0,23867
89138	51931/168330	0,30851
89139	51931/218522	0,23765
89140	51931/168331	0,30851
89141	51931/168340	0,30849
89142	51931/218134	0,23807
89143	51931/193941	0,26777
89144	51931/194004	0,26768
89145	51931/217917	0,23831
89146	51931/175878	0,29527
89147	51931/176029	0,29501
89148	51931/176073	0,29494
89149	51931/218408	0,23777
89150	51931/168344	0,30848
89151	51931/168342	0,30849
89152	51931/175934	0,29517
89153	51931/218099	0,23811
89154	51931/176044	0,29499
89155	51931/193993	0,26770
89156	51931/175928	0,29518
89157	51931/175974	0,29511
89158	51931/224710	0,23110
89159	51931/194087	0,26757
89160	51931/168356	0,30846
89161	51931/242586	0,21407
89162	51931/168343	0,30848
89163	51931/176038	0,29500
89164	51931/219593	0,23649
89165	51931/168348	0,30847
89166	51931/168383	0,30841
89167	51931/194005	0,26768
89168	51931/194110	0,26753
89169	51931/244594	0,21232
89170	51931/218750	0,23740
89171	51931/168344	0,30848
89172	51931/194033	0,26764
89173	51931/168383	0,30841
89174	51931/194067	0,26759
89175	51931/194072	0,26759
89176	51931/168344	0,30848
89177	51931/176082	0,29493
89178	51931/175985	0,29509
89179	51931/218441	0,23773
89180	51931/168354	0,30846
89181	51931/218267	0,23792
89182	51931/194001	0,26768
89183	51931/218552	0,23761
89184	51931/168374	0,30843
89185	51931/175955	0,29514
89186	51931/168343	0,30848
89187	51931/168349	0,30847
89188	51931/168357	0,30846
89189	51931/194071	0,26759
89190	51931/168355	0,30846
89191	51931/194066	0,26759
89192	51931/168358	0,30846
89193	51931/175989	0,29508
89194	51931/218506	0,23766
89195	51931/176142	0,29482
89196	51931/175960	0,29513
89197	51931/219337	0,23676
89198	51931/216905	0,23942
89199	51931/194036	0,26764
89200	51931/168340	0,30849
89201	51931/219599	0,23648
89202	51931/218631	0,23753
89203	51931/168340	0,30849
89204	51931/175946	0,29515
89205	51931/176069	0,29495
89206	51931/194039	0,26763
89207	51931/176010	0,29505
89208	51931/175989	0,29508
89209	51931/194072	0,26759
89210	51931/168366	0,30844
89211	51931/168344	0,30848
89212	51931/194007	0,26768
89213	51931/175945	0,29515
89214	51931/244576	0,21233
89215	51931/194105	0,26754
89216	51931/175960	0,29513
89217	51931/219599	0,23648
89218	51931/194012	0,26767
89219	51931/194057	0,26761
89220	51931/194112	0,26753
89221	51931/168343	0,30848
89222	51931/194093	0,26756
89223	51931/219017	0,23711
89224	51931/175953	0,29514
89225	51931/168365	0,30844
89226	51931/243345	0,21340
89227	51931/264426	0,19639
89228	51931/194040	0,26763
89229	51931/176048	0,29498
89230	51931/194066	0,26759
89231	51931/218976	0,23715
89232	51931/218577	0,23759
89233	51931/168348	0,30847
89234	51931/168339	0,30849
89235	51931/243346	0,21340
89236	51931/175928	0,29518
89237	51931/218994	0,23713
89238	51931/176015	0,29504
89239	51931/191980	0,27050
89240	51931/168324	0,30852
89241	51931/175873	0,29528
89242	51931/194038	0,26763
89243	51931/217933	0,23829
89244	51931/168309	0,30855
89245	51931/168323	0,30852
89246	51931/193983	0,26771
89247	51931/168326	0,30851
89248	51931/218386	0,23779
89249	51931/218172	0,23803
89250	51931/168377	0,30842
89251	51931/176142	0,29482
89252	51931/168329	0,30851
89253	51931/193988	0,26770
89254	51931/218177	0,23802
89255	51931/218894	0,23724
89256	51931/175871	0,29528
89257	51931/193977	0,26772
89258	51931/168310	0,30854
89259	51931/175916	0,29520
89260	51931/168326	0,30851
89261	51931/168317	0,30853
89262	51931/176069	0,29495
89263	51931/218077	0,23813
89264	51931/194015	0,26766
89265	51931/168308	0,30855
89266	51931/168342	0,30849
89267	51931/193989	0,26770
89268	51931/218017	0,23820
89269	51931/194018	0,26766
89270	51931/243814	0,21299
89271	51931/193997	0,26769
89272	51931/168288	0,30858
89273	51931/168329	0,30851
89274	51931/168300	0,30856
89275	51931/193961	0,26774
89276	51931/176007	0,29505
89277	51931/168339	0,30849
89278	51931/218240	0,23795
89279	51931/193974	0,26772
89280	51931/216327	0,24006
89281	51931/218090	0,23812
89282	51931/194005	0,26768
89283	51931/175921	0,29520
89284	51931/175986	0,29509
89285	51931/218054	0,23816
89286	51931/168335	0,30850
89287	51931/175908	0,29522
89288	51931/194016	0,26766
89289	51931/218094	0,23811
89290	51931/193955	0,26775
89291	51931/218925	0,23721
89292	51931/175929	0,29518
89293	51931/194021	0,26766
89294	51931/194003	0,26768
89295	51931/175895	0,29524
89296	51931/168321	0,30852
89297	51931/193988	0,26770
89298	51931/194062	0,26760
89299	51931/176014	0,29504
89300	51931/175909	0,29522
89301	51931/168300	0,30856
89302	51931/175920	0,29520
89303	51931/217900	0,23832
89304	51931/218723	0,23743
89305	51931/218155	0,23805
89306	51931/218083	0,23812
89307	51931/218574	0,23759
89308	51931/175918	0,29520
89309	51931/217903	0,23832
89310	51931/175940	0,29516
89311	51931/168315	0,30853
89312	51931/175904	0,29522
89313	51931/175884	0,29526
89314	51931/218142	0,23806
89315	51931/193947	0,26776
89316	51931/218265	0,23793
89317	51931/218490	0,23768
89318	51931/217861	0,23837
89319	51931/168341	0,30849
89320	51931/215040	0,24149
89321	51931/219029	0,23710
89322	51931/168365	0,30844
89323	51931/168352	0,30847
89324	51931/168365	0,30844
89325	51931/246074	0,21104
89326	51931/168368	0,30844
89327	51931/218863	0,23728
89328	51931/175984	0,29509
89329	51931/176059	0,29496
89330	51931/168368	0,30844
89331	51931/176107	0,29488
89332	51931/176018	0,29503
89333	51931/194075	0,26758
89334	51931/176142	0,29482
89335	51931/194075	0,26758
89336	51931/218590	0,23757
89337	51931/176138	0,29483
89338	51931/194073	0,26758
89339	51931/194075	0,26758
89340	51931/168385	0,30841
89341	51931/194075	0,26758
89342	51931/194043	0,26763
89343	51931/194072	0,26759
89344	51931/218953	0,23718
89345	51931/268451	0,19345
89346	51931/219174	0,23694
89347	51931/176025	0,29502
89348	51931/218360	0,23782
89349	51931/168368	0,30844
89350	51931/194075	0,26758
89351	51931/194076	0,26758
89352	51931/219451	0,23664
89353	51931/168367	0,30844
89354	51931/267078	0,19444
89355	51931/176140	0,29483
89356	51931/168368	0,30844
89357	51931/168364	0,30844
89359	51931/168383	0,30841
89360	51931/175943	0,29516
89361	51931/193939	0,26777
89362	51931/175914	0,29521
89363	51931/193981	0,26771
89364	51931/168310	0,30854
89365	51931/193983	0,26771
89366	51931/194010	0,26767
89367	51931/194100	0,26755
89368	51931/218204	0,23799
89369	51931/175940	0,29516
89370	51931/193942	0,26777
89371	51931/168383	0,30841
89372	51931/244682	0,21224
89373	51931/193903	0,26782
89374	51931/176019	0,29503
89375	51931/176025	0,29502
89376	51931/175984	0,29509
89377	51931/168353	0,30846
89378	51931/168357	0,30846
89379	51931/175905	0,29522
89380	51931/194033	0,26764
89381	51931/175986	0,29509
89382	51931/175940	0,29516
89383	51931/217984	0,23823
89384	51931/175861	0,29530
89385	51931/175937	0,29517
89386	51931/219362	0,23674
89387	51931/245797	0,21128
89388	51931/194042	0,26763
89389	51931/218422	0,23776
89390	51931/193950	0,26775
89391	51931/168350	0,30847
89392	51931/168351	0,30847
89393	51931/175902	0,29523
89394	51931/193985	0,26771
89395	51931/168341	0,30849
89396	51931/194052	0,26761
89397	51931/194011	0,26767
89398	51931/193988	0,26770
89399	51931/193974	0,26772
89400	51931/215290	0,24121
89401	51931/176142	0,29482
89402	51931/218396	0,23778
89403	51931/219434	0,23666
89404	51931/219434	0,23666
89405	51931/194033	0,26764
89406	51931/218750	0,23740
89407	51931/175924	0,29519
89408	51931/176071	0,29494
89409	51931/176068	0,29495
89410	51931/168343	0,30848
89411	51931/168384	0,30841
89412	51931/219434	0,23666
89413	51931/168385	0,30841
89414	51931/194107	0,26754
89415	51931/176071	0,29494
89416	51931/218397	0,23778
89417	51931/218228	0,23797
89418	51931/168361	0,30845
89419	51931/175988	0,29508
89420	51931/194106	0,26754
89422	51931/168360	0,30845
89423	51931/194094	0,26756
89424	51931/168342	0,30849
89425	51931/168361	0,30845
89426	51931/175924	0,29519
89427	51931/175951	0,29514
89428	51931/194113	0,26753
89429	51931/168384	0,30841
89430	51931/193999	0,26769
89431	51931/168385	0,30841
89432	51931/219434	0,23666
89433	51931/194033	0,26764
89434	51931/168359	0,30845
89435	51931/219433	0,23666
89436	51931/176071	0,29494
89437	51931/225949	0,22984
89438	51931/218663	0,23749
89439	51931/215320	0,24118
89440	51931/175951	0,29514
89441	51931/176014	0,29504
89442	51931/168363	0,30845
89443	51931/245997	0,21110
89444	51931/227231	0,22854
89445	51931/176014	0,29504
89446	51931/168345	0,30848
89447	51931/176137	0,29483
89448	51931/194067	0,26759
89449	51931/168344	0,30848
89450	51931/168385	0,30841
89451	51931/168385	0,30841
89452	51931/176025	0,29502
89453	51931/218441	0,23773
89454	51931/218897	0,23724
89455	51931/224882	0,23093
89456	51931/194058	0,26761
89457	51931/218513	0,23766
89459	51931/194146	0,26748
89460	51931/194060	0,26760
89461	51931/176140	0,29483
89462	51931/193997	0,26769
89463	51931/168359	0,30845
89464	51931/168358	0,30846
89465	51931/168343	0,30848
89466	51931/244434	0,21245
89467	51931/193996	0,26769
89468	51931/224534	0,23128
89469	51931/176142	0,29482
89470	51931/244774	0,21216
89471	51931/218750	0,23740
89472	51931/176142	0,29482
89473	51931/176142	0,29482
89474	51931/175932	0,29518
89475	51931/176015	0,29504
89476	51931/175987	0,29508
89477	51931/193997	0,26769
89478	51931/218831	0,23731
89479	51931/174681	0,29729
89480	51931/168352	0,30847
89481	51931/194011	0,26767
89482	51931/175996	0,29507
89483	51931/219126	0,23699
89484	51931/176142	0,29482
89485	51931/176034	0,29501
89486	51931/224190	0,23164
89487	51931/194012	0,26767
89488	51931/168354	0,30846
89489	51931/176023	0,29502
89490	51931/176142	0,29482
89491	51931/194071	0,26759
89492	51931/219217	0,23689
89493	51931/194137	0,26750
89494	51931/244045	0,21279
89495	51931/194064	0,26760
89496	51931/266638	0,19476
89497	51931/194011	0,26767
89498	51931/176054	0,29497
89500	51931/218936	0,23720
89501	51931/168385	0,30841
89502	51931/194071	0,26759
89503	51931/175993	0,29507
89504	51931/194065	0,26760
89505	51931/168365	0,30844
89506	51931/194012	0,26767
89507	51931/225240	0,23056
89509	51931/224651	0,23116
89510	51931/218936	0,23720
89511	51931/226493	0,22928
89512	51931/168363	0,30845
89513	51931/218936	0,23720
89514	51931/168362	0,30845
89515	51931/176099	0,29490
89516	51931/194108	0,26754
89517	51931/168382	0,30841
89518	51931/194090	0,26756
89519	51931/175164	0,29647
89520	51931/168328	0,30851
89521	51931/176128	0,29485
89522	51931/224191	0,23164
89523	51931/218451	0,23772
89524	51931/218422	0,23776
89525	51931/194032	0,26764
89526	51931/168359	0,30845
89527	51931/176008	0,29505
89528	51931/168313	0,30854
89529	51931/176030	0,29501
89530	51931/168366	0,30844
89531	51931/176033	0,29501
89532	51931/193903	0,26782
89533	51931/194009	0,26767
89534	51931/168339	0,30849
89535	51931/175933	0,29517
89536	51931/194047	0,26762
89537	51931/218204	0,23799
89538	51931/168341	0,30849
89539	51931/218284	0,23791
89540	51931/194040	0,26763
89541	51931/219086	0,23703
89542	51931/176033	0,29501
89543	51931/168345	0,30848
89544	51931/175901	0,29523
89545	51931/168350	0,30847
89546	51931/175900	0,29523
89547	51931/168347	0,30848
89548	51931/175945	0,29515
89549	51931/225333	0,23046
89550	51931/194006	0,26768
89551	51931/218102	0,23810
89552	51931/168337	0,30849
89553	51931/218105	0,23810
89554	51931/218260	0,23793
89555	51931/168344	0,30848
89556	51931/168366	0,30844
89557	51931/175887	0,29525
89558	51931/219381	0,23672
89559	51931/191966	0,27052
89560	51931/168312	0,30854
89561	51931/218262	0,23793
89562	51931/194072	0,26759
89563	51931/168349	0,30847
89564	51931/219146	0,23697
89565	51931/218847	0,23729
89566	51931/218219	0,23798
89567	51931/194068	0,26759
89568	51931/218551	0,23762
89569	51931/168349	0,30847
89570	51931/168359	0,30845
89571	51931/218237	0,23796
89572	51931/217879	0,23835
89573	51931/194018	0,26766
89574	51931/193993	0,26770
89575	51931/168302	0,30856
89576	51931/218029	0,23818
89577	51931/175949	0,29515
89578	51931/218032	0,23818
89579	51931/175933	0,29517
89580	51931/176040	0,29500
89581	51931/176084	0,29492
89582	51931/193998	0,26769
89583	51931/175937	0,29517
89584	51931/193974	0,26772
89585	51931/194034	0,26764
89586	51931/168306	0,30855
89587	51931/175930	0,29518
89588	51931/176066	0,29495
89589	51931/193995	0,26769
89590	51931/218201	0,23800
89591	51931/218393	0,23779
89592	51931/194027	0,26765
89593	51931/168331	0,30851
89594	51931/175945	0,29515
89595	51931/176027	0,29502
89596	51931/218253	0,23794
89597	51931/175944	0,29516
89598	51931/168311	0,30854
89599	51931/218390	0,23779
89600	51931/218389	0,23779
89601	51931/175993	0,29507
89602	51931/168368	0,30844
89603	51931/175969	0,29511
89604	51931/194020	0,26766
89605	51931/194079	0,26758
89606	51931/175992	0,29508
89607	51931/168354	0,30846
89608	51931/194079	0,26758
89609	51931/194077	0,26758
89610	51931/176079	0,29493
89611	51931/194113	0,26753
89612	51931/194045	0,26762
89613	51931/194045	0,26762
89614	51931/176020	0,29503
89615	51931/194045	0,26762
89616	51931/194077	0,26758
89617	51931/168354	0,30846
89618	51931/194145	0,26749
89619	51931/175993	0,29507
89620	51931/175971	0,29511
89621	51931/168369	0,30844
89622	51931/176142	0,29482
89623	51931/243472	0,21329
89624	51931/242776	0,21390
89625	51931/226723	0,22905
89626	51931/168383	0,30841
89627	51931/194081	0,26757
89628	51931/176079	0,29493
89629	51931/176079	0,29493
89630	51931/219597	0,23648
89631	51931/168355	0,30846
89632	51931/168368	0,30844
89633	51931/175971	0,29511
89634	51931/176027	0,29502
89635	51931/194045	0,26762
89636	51931/176079	0,29493
89637	51931/219311	0,23679
89638	51931/175937	0,29517
89639	51931/175161	0,29648
89640	51931/168370	0,30843
89641	51931/176081	0,29493
89642	51931/168369	0,30844
89643	51931/226075	0,22971
89644	51931/175981	0,29509
89645	51931/168355	0,30846
89646	51931/168355	0,30846
89647	51931/176025	0,29502
89648	51931/242745	0,21393
89649	51931/194108	0,26754
89650	51931/219346	0,23675
89651	51931/168370	0,30843
89652	51931/224704	0,23111
89654	51931/168383	0,30841
89655	51931/194021	0,26766
89656	51931/194075	0,26758
89657	51931/168385	0,30841
89658	51931/244785	0,21215
89659	51931/242815	0,21387
89660	51931/175977	0,29510
89661	51931/194075	0,26758
89662	51931/176081	0,29493
89663	51931/220293	0,23574
89664	51931/224704	0,23111
89665	51931/168383	0,30841
89666	51931/168365	0,30844
89667	51931/194108	0,26754
89668	51931/176054	0,29497
89669	51931/168385	0,30841
89670	51931/194021	0,26766
89671	51931/194139	0,26749
89672	51931/168371	0,30843
89673	51931/194077	0,26758
89674	51931/226233	0,22955
89675	51931/168371	0,30843
89676	51931/175996	0,29507
89677	51931/194076	0,26758
89678	51931/176092	0,29491
89679	51931/175973	0,29511
89680	51931/168359	0,30845
89681	51931/176079	0,29493
89682	51931/218990	0,23714
89683	51931/168361	0,30845
89684	51931/194058	0,26761
89685	51931/218272	0,23792
89686	51931/168385	0,30841
89687	51931/168382	0,30841
89688	51931/194026	0,26765
89689	51931/168344	0,30848
89690	51931/168360	0,30845
89691	51931/175993	0,29507
89692	51931/176078	0,29493
89693	51931/168360	0,30845
89694	51931/168384	0,30841
89695	51931/168385	0,30841
89696	51931/175996	0,29507
89697	51931/218540	0,23763
89698	51931/168343	0,30848
89699	51931/168359	0,30845
89700	51931/176079	0,29493
89701	51931/175973	0,29511
89702	51931/176027	0,29502
89703	51931/175963	0,29512
89704	51931/168384	0,30841
89705	51931/175996	0,29507
89706	51931/176032	0,29501
89707	51931/218417	0,23776
89708	51931/168360	0,30845
89709	51931/194025	0,26765
89710	51931/175972	0,29511
89711	51931/194059	0,26760
89712	51931/175971	0,29511
89713	51931/194059	0,26760
89714	51931/218540	0,23763
89715	51931/219780	0,23629
89716	51931/219780	0,23629
89717	51931/219592	0,23649
89718	51931/225242	0,23056
89719	51931/167678	0,30971
89720	51931/194031	0,26764
89721	51931/193989	0,26770
89722	51931/168364	0,30844
89723	51931/175945	0,29515
89724	51931/194046	0,26762
89725	51931/175877	0,29527
89726	51931/176008	0,29505
89727	51931/168325	0,30852
89728	51931/193905	0,26782
89729	51931/175987	0,29508
89730	51931/176094	0,29490
89731	51931/218924	0,23721
89732	51931/194005	0,26768
89733	51931/168354	0,30846
89734	51931/175999	0,29506
89735	51931/175974	0,29511
89736	51931/175952	0,29514
89737	51931/218852	0,23729
89738	51931/193993	0,26770
89739	51931/175900	0,29523
89740	51931/218517	0,23765
89741	51931/218423	0,23775
89742	51931/194049	0,26762
89743	51931/218267	0,23792
89744	51931/218520	0,23765
89745	51931/193942	0,26777
89746	51931/194015	0,26766
89747	51931/193938	0,26777
89748	51931/168311	0,30854
89749	51931/194035	0,26764
89750	51931/218771	0,23738
89751	51931/193971	0,26773
89752	51931/218438	0,23774
89753	51931/218384	0,23780
89754	51931/193942	0,26777
89755	51931/218437	0,23774
89756	51931/175894	0,29524
89757	51931/176029	0,29501
89758	51931/218803	0,23734
89759	51931/194008	0,26767
89760	51931/168380	0,30842
89762	51931/194073	0,26758
89763	51931/168358	0,30846
89764	51931/168359	0,30845
89765	51931/194040	0,26763
89766	51931/194095	0,26755
89767	51931/176111	0,29488
89768	51931/168358	0,30846
89769	51931/194141	0,26749
89770	51931/218780	0,23737
89771	51931/176142	0,29482
89772	51931/176061	0,29496
89773	51931/175986	0,29509
89774	51931/218817	0,23733
89775	51931/176140	0,29483
89776	51931/176142	0,29482
89777	51931/219797	0,23627
89778	51931/292082	0,17780
89779	51931/218598	0,23756
89780	51931/267944	0,19381
89781	51931/175994	0,29507
89782	51931/218906	0,23723
89783	51931/194103	0,26754
89784	51931/176061	0,29496
89785	51931/194095	0,26755
89786	51931/176061	0,29496
89787	51931/168384	0,30841
89788	51931/194095	0,26755
89789	51931/176059	0,29496
89790	51931/194104	0,26754
89791	51931/168358	0,30846
89792	51931/168358	0,30846
89793	51931/175964	0,29512
89794	51931/168360	0,30845
89795	51931/194040	0,26763
89796	51931/226465	0,22931
89797	51931/193955	0,26775
89798	51931/173985	0,29848
89799	51931/168383	0,30841
89800	51931/168361	0,30845
89801	51931/168367	0,30844
89802	51931/218693	0,23746
89803	51931/194079	0,26758
89804	51931/194016	0,26766
89805	51931/168362	0,30845
89806	51931/168362	0,30845
89807	51931/168361	0,30845
89808	51931/175989	0,29508
89809	51931/194110	0,26753
89810	51931/194146	0,26748
89811	51931/245301	0,21170
89812	51931/218489	0,23768
89814	51931/176111	0,29488
89815	51931/218353	0,23783
89816	51931/176031	0,29501
89817	51931/219245	0,23686
89818	51931/219450	0,23664
89819	51931/176079	0,29493
89820	51931/175961	0,29513
89821	51931/168361	0,30845
89822	51931/176059	0,29496
89823	51931/175936	0,29517
89824	51931/194080	0,26758
89825	51931/175989	0,29508
89826	51931/194144	0,26749
89827	51931/176142	0,29482
89828	51931/175962	0,29513
89829	51931/194015	0,26766
89830	51931/168361	0,30845
89831	51931/194144	0,26749
89832	51931/168382	0,30841
89833	51931/176079	0,29493
89834	51931/219450	0,23664
89835	51931/218490	0,23768
89836	51931/168351	0,30847
89837	51931/168339	0,30849
89838	51931/216432	0,23994
89839	51931/218649	0,23751
89840	51931/175973	0,29511
89841	51931/176025	0,29502
89842	51931/168313	0,30854
89843	51931/217900	0,23832
89844	51931/218228	0,23797
89845	51931/194046	0,26762
89846	51931/175967	0,29512
89847	51931/168322	0,30852
89848	51931/168334	0,30850
89849	51931/194082	0,26757
89850	51931/194015	0,26766
89851	51931/168324	0,30852
89852	51931/194025	0,26765
89853	51931/194129	0,26751
89854	51931/194024	0,26765
89855	51931/168305	0,30855
89856	51931/218858	0,23728
89857	51931/176031	0,29501
89858	51931/194013	0,26767
89859	51931/193932	0,26778
89860	51931/168312	0,30854
89861	51931/218134	0,23807
89862	51931/175922	0,29519
89863	51931/194019	0,26766
89864	51931/193999	0,26769
89865	51931/168352	0,30847
89866	51931/193947	0,26776
89867	51931/168318	0,30853
89868	51931/194055	0,26761
89869	51931/168311	0,30854
89870	51931/175823	0,29536
89871	51931/176006	0,29505
89872	51931/168298	0,30857
89873	51931/168314	0,30854
89874	51931/168327	0,30851
89875	51931/193881	0,26785
89876	51931/168321	0,30852
89877	51931/218173	0,23803
89878	51931/215253	0,24126
89879	51931/194073	0,26758
89880	51931/194044	0,26762
89881	51931/194074	0,26758
89882	51931/219557	0,23653
89883	51931/168385	0,30841
89884	51931/218873	0,23727
89885	51931/175989	0,29508
89886	51931/168366	0,30844
89887	51931/219557	0,23653
89888	51931/168348	0,30847
89889	51931/176141	0,29483
89890	51931/176060	0,29496
89891	51931/176081	0,29493
89892	51931/194106	0,26754
89893	51931/219557	0,23653
89894	51931/168348	0,30847
89895	51931/194146	0,26748
89896	51931/194072	0,26759
89897	51931/168363	0,30845
89898	51931/175964	0,29512
89899	51931/168383	0,30841
89900	51931/194043	0,26763
89901	51931/168385	0,30841
89902	51931/168362	0,30845
89903	51931/168384	0,30841
89904	51931/168347	0,30848
89905	51931/175995	0,29507
89906	51931/218664	0,23749
89907	51931/168347	0,30848
89908	51931/168384	0,30841
89909	51931/168369	0,30844
89910	51931/168362	0,30845
89911	51931/225476	0,23032
89912	51931/168363	0,30845
89913	51931/175963	0,29512
89914	51931/194142	0,26749
89915	51931/168384	0,30841
89916	51931/168346	0,30848
89917	51931/224943	0,23086
89918	51931/167336	0,31034
89919	51931/168349	0,30847
89920	51931/219039	0,23709
89921	51931/168355	0,30846
89922	51931/176025	0,29502
89923	51931/168350	0,30847
89924	51931/218825	0,23732
89925	51931/168349	0,30847
89926	51931/168357	0,30846
89927	51931/194108	0,26754
89928	51931/168363	0,30845
89929	51931/194130	0,26751
89930	51931/218537	0,23763
89931	51931/194079	0,26758
89932	51931/176038	0,29500
89933	51931/168348	0,30847
89934	51931/168346	0,30848
89935	51931/176014	0,29504
89936	51931/175961	0,29513
89937	51931/175968	0,29512
89938	51931/176016	0,29504
89939	51931/194032	0,26764
89940	51931/194062	0,26760
89941	51931/193930	0,26778
89942	51931/168333	0,30850
89943	51931/176088	0,29492
